text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
The only drawback is that this place is really expensive and the portions are on the small side .,"( place , expensive , negative ) ; ( portions , small , negative )","( restaurant prices , negative ) ; ( food style_options , negative )","( place, expensive, negative ) ; ( portions, small, negative )","( place, expensive, negative ) ; ( portions, small, negative )","( food prices, negative ) ; ( food style_options, negative )","( restaurant prices, negative ) ; ( food style_options, negative )"
Terrible service /AS/ food ok /AS/ pricey,"( service , Terrible , negative ) ; ( food , ok , neutral ) ; ( NULL , pricey , negative )","( service general , negative ) ; ( food quality , neutral ) ; ( restaurant prices , negative )","( service, Terrible, negative ) ; ( food, ok, neutral ) ; ( NULL, pricey, negative )","( service, Terrible, negative ) ; ( food, ok, neutral ) ; ( NULL, pricey, negative )","( service general, negative ) ; ( food quality, neutral ) ; ( restaurant prices, negative )","( service general, negative ) ; ( food quality, neutral ) ; ( food prices, negative )"
Although the service could be improved considering the money you put in .,"( service , could be improved , negative )","( service general , negative )","( service, improved, negative )","( service, improved, negative )","( service general, negative )","( service general, negative )"
You routinely see Indian families and friends dining there /AS/ which is always a good sign .,"( NULL , good , positive )","( restaurant miscellaneous , positive )","( Indian families and friends, positive )","( NULL, good, positive )","( restaurant miscellaneous, positive )","( restaurant miscellaneous, positive )"
If I want to stand in line on Sunday for an hour to get average brunch food /AS/ then I would put Murphy ' s at the top of the list .,"( brunch food , average , neutral ) ; ( NULL , an hour , negative )","( food quality , neutral ) ; ( service general , negative )","( brunch food, average, neutral )","( brunch food, average, neutral )","( food quality, positive )","( food quality, positive ) ; ( service general, negative )"
For the amount of food we got the prices should have been lower .,"( food , should have been lower , negative )","( food prices , negative )","( food, should have been lower, negative )","( food, should have been lower, negative )","( food style_options, negative ) ; ( food prices, negative )","( food prices, negative )"
Always busy /AS/ but they are good at seating you promptly and have quick service .,"( service , quick , positive ) ; ( NULL , good at , positive )","( service general , positive )","( NULL, good, positive ) ; ( service, quick, positive )","( NULL, busy, positive ) ; ( NULL, good, positive ) ; ( service, quick, positive )","( service general, positive ) ; ( restaurant miscellaneous, positive )","( service general, positive ) ; ( restaurant miscellaneous, positive )"
The wine list is wonderful and the food reminds me of my recent trip to Italy .,"( wine list , wonderful , positive )","( drinks style_options , positive )","( wine list, wonderful, positive ) ; ( food, wonderful, positive )","( wine list, wonderful, positive ) ; ( food, reminds me of my recent trip to Italy, positive )","( drinks style_options, positive ) ; ( food quality, positive )","( drinks style_options, positive ) ; ( food quality, positive )"
the food was great /AS/ the margaritas too but the waitress was too busy being nice to her other larger party than to take better care of my friend and me .,"( food , great , positive ) ; ( margaritas , great , positive ) ; ( waitress , too busy , negative )","( food quality , positive ) ; ( drinks quality , positive ) ; ( service general , negative )","( food, great, positive ) ; ( margaritas, great, positive ) ; ( waitress, nice, negative )","( food, great, positive ) ; ( margaritas, great, positive ) ; ( waitress, nice, negative )","( food quality, positive ) ; ( service general, negative )","( food quality, positive ) ; ( drinks quality, positive ) ; ( service general, negative )"
I ca n ' t saybenough good things about this restaurant /AS/ and I ca n ' t wait for my next several visits .,"( restaurant , good , positive )","( restaurant general , positive )","( restaurant, good, positive )","( restaurant, good, positive )","( restaurant general, positive )","( restaurant general, positive )"
Love it every time,"( NULL , Love , positive )","( restaurant general , positive )","( NULL, Love, positive )","( NULL, Love, positive )","( restaurant general, positive )","( restaurant general, positive )"
We are locals /AS/ and get the feeling the only way this place survives with such average food is because most customers are probably one - time customer tourists .,"( food , average , negative )","( food quality , negative )","( food, average, negative )","( food, average, neutral )","( food quality, negative )","( food quality, negative )"
Also love their caeser salad .,"( caeser salad , love , positive )","( food quality , positive )","( caeser salad, love, positive )","( caeser salad, love, positive )","( food quality, positive )","( food quality, positive )"
She doesn ' t make you feel welcome and treats you like an annoyance .,"( NULL , annoyance , negative )","( service general , negative )","( NULL, treats you like an annoyance, negative )","( NULL, treats you like an annoyance, negative )","( service general, negative )","( service general, negative )"
It ' s just the right size for the menu .,"( NULL , the right size , positive )","( restaurant miscellaneous , positive )","( menu, right, positive )","( NULL, right, positive )","( food style_options, positive )","( food style_options, positive )"
The food is fantastic /AS/ and the waiting staff has been perfect every single time we ' ve been there .,"( food , fantastic , positive ) ; ( waiting staff , perfect , positive )","( food quality , positive ) ; ( service general , positive )","( food, fantastic, positive ) ; ( waiting staff, perfect, positive )","( food, fantastic, positive ) ; ( wait staff, perfect, positive )","( food quality, positive ) ; ( service general, positive )","( food quality, positive ) ; ( service general, positive )"
The desert was the perfect ending to an almost perfect dinner .,"( desert , perfect , positive ) ; ( dinner , perfect , positive )","( food quality , positive )","( desert, perfect ending, positive )","( desert, perfect, positive )","( food quality, positive )","( food quality, positive )"
I have been here /AS/ spent tons of money on a chef special dinner and it was a major dissappointment .,"( chef special dinner , dissappointment , negative )","( food quality , negative ) ; ( food prices , negative )","( chef special dinner, dissappointment, negative ) ; ( chef special dinner, tons of money, negative )","( chef special dinner, dissappointment, negative ) ; ( chef special dinner, tons of money, negative )","( food quality, negative ) ; ( food prices, negative )","( food quality, negative ) ; ( restaurant prices, negative )"
I FOUND A NEW HOME ON SECOND AVENUE ! ! ! ! ! ! ! ! ! ! ! !,"( NULL , NEW HOME , positive )","( restaurant general , positive )","( HOME, NEW, positive )","( NULL, NEW, positive )","( location general, positive )","( restaurant general, positive )"
– Had to wait thirty minutes to get in the door on a tuesday morning /AS/ but it was so worth it .,"( NULL , wait thirty minutes , negative ) ; ( NULL , worth , positive )","( restaurant miscellaneous , negative ) ; ( restaurant general , positive )","( NULL, worth, positive )","( NULL, wait thirty minutes, negative ) ; ( NULL, worth, positive )","( service general, negative )","( service general, negative ) ; ( restaurant general, positive )"
– It is sad to see a place that was once `` THE `` place to meet and eat for Bfast or Lunch /AS/ now be the place that is a big `` DONT BOTHER . ``,"( place , sad , negative )","( restaurant general , negative )","( place, sad, negative )","( place, sad, negative )","( restaurant miscellaneous, negative )","( restaurant miscellaneous, negative )"
The lemon chicken tasted like sticky sweet donuts and the honey walnut prawns /AS/ the few they actually give you . . . were not good .,"( lemon chicken , sticky sweet , negative ) ; ( honey walnut prawns , not good , negative )","( food quality , negative ) ; ( food style_options , negative )","( lemon chicken, sticky sweet donuts, negative ) ; ( honey walnut prawns, not good, negative )","( lemon chicken, sticky sweet, negative ) ; ( honey walnut prawns, not good, negative )","( food quality, negative )","( food quality, negative )"
