text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
They have great rolls /AS/ the triple color and norwegetan rolls /AS/ are awesome and filling .,"( rolls , great , positive ) ; ( triple color and norwegetan rolls , awesome , positive ) ; ( triple color and norwegetan rolls , filling , positive )","( food quality , positive ) ; ( food style_options , positive )","( rolls, great, positive ) ; ( triple color and norwegetan rolls, awesome, positive ) ; ( rolls, filling, positive )","( rolls, great, positive ) ; ( triple color, positive ) ; ( norwegetan rolls, awesome, positive ) ; ( NULL, filling, positive )","( food quality, positive ) ; ( food style_options, positive )","( food quality, positive ) ; ( food style_options, positive )"
A weakness is the chicken in the salads .,"( chicken in the salads , weakness , negative )","( food quality , negative )","( chicken in the salads, weakness, negative )","( chicken, weakness, negative )","( food quality, negative )","( food quality, negative )"
the food is always fresh . . .,"( food , fresh , positive )","( food quality , positive )","( food, fresh, positive )","( food, fresh, positive )","( food quality, positive )","( food quality, positive )"
But nonetheless - - great spot /AS/ great food .,"( spot , great , positive ) ; ( food , great , positive )","( restaurant general , positive ) ; ( food quality , positive )","( spot, great, positive ) ; ( food, great, positive )","( spot, great, positive ) ; ( food, great, positive )","( restaurant general, positive ) ; ( food quality, positive )","( restaurant general, positive ) ; ( food quality, positive )"
I thought the restaurant was nice and clean .,"( restaurant , nice , positive ) ; ( restaurant , clean , positive )","( restaurant general , positive ) ; ( ambience general , positive )","( restaurant, nice, positive ) ; ( restaurant, clean, positive )","( restaurant, nice, positive ) ; ( restaurant, clean, positive )","( ambience general, positive )","( ambience general, positive )"
The Seafood Dynamite is also otherworldly .,"( Seafood Dynamite , otherworldly , positive )","( food quality , positive )","( Seafood Dynamite, otherworldly, positive )","( Seafood Dynamite, otherworldly, positive )","( food quality, positive )","( food quality, positive )"
So rude ! ! !,"( NULL , rude , negative )","( service general , negative )","( NULL, rude, negative )","( NULL, rude, negative )","( service general, negative )","( service general, negative )"
We were ushered to the bar to wait momentarily and upon arrival were so excited .,"( NULL , excited , positive )","( restaurant general , positive )","( bar, excited, positive )","( bar, excited, positive )","( service general, positive )","( service general, positive )"
Possibly the Most Romantic Restaurant in the City,"( Restaurant , Romantic , positive )","( ambience general , positive )","( Restaurant, Romantic, positive )","( Restaurant, Romantic, positive )","( restaurant general, positive )","( restaurant general, positive )"
Oh /AS/ and I never write reviews - - I just was so moved by how bad this place was /AS/ I felt it was my duty to spread the word .,"( place , bad , negative )","( restaurant general , negative )","( place, bad, negative )","( place, bad, negative )","( restaurant general, negative )","( restaurant general, negative )"
The atmosphere was pretty nice but had a bit lacking /AS/ which it tries to make up for with a crazy scheme of mirrors .,"( atmosphere , nice , negative ) ; ( scheme of mirrors , crazy , negative )","( ambience general , negative )","( atmosphere, nice, positive ) ; ( atmosphere, lacking, negative )","( atmosphere, nice, positive ) ; ( mirrors, crazy, positive )","( ambience general, mixed )","( ambience general, positive ) ; ( ambience general, positive )"
Which of course is not real Kobe but Wagyu beef .,"( NULL , not real , negative )","( food quality , negative )","( Wagyu beef, not real, negative )","( Wagyu beef, not real, negative )","( food quality, negative )","( food quality, negative )"
Good Experience,"( NULL , Good , positive )","( restaurant general , positive )","( NULL, Good, positive )","( NULL, Good Experience, positive )","( restaurant general, positive )","( restaurant general, positive )"
Mazing interior .,"( interior , Mazing , negative )","( ambience general , negative )","( Mazing interior, Mazing, positive )","( Mazing interior, Mazing, positive )","( ambience general, positive )","( ambience general, positive )"
The Dancing /AS/ White River and Millenium rolls are musts .,"( Dancing /AS/ White River and Millenium rolls , musts , positive )","( food quality , positive )","( Dancing, musts, positive ) ; ( White River, musts, positive ) ; ( Millenium rolls, musts, positive )","( Dancing, musts, positive ) ; ( White River, musts, positive ) ; ( Millenium rolls, musts, positive )","( food quality, positive )","( food quality, positive )"
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .,"( hot dogs , juicy , positive )","( food quality , positive )","( hot dogs, juicy, positive ) ; ( hot dogs, tender, positive ) ; ( hot dogs, plenty of crunch, positive ) ; ( hot dogs, snap, positive )","( hot dogs, juicy, positive ) ; ( hot dogs, tender, positive ) ; ( hot dogs, crunch, positive ) ; ( hot dogs, snap, positive )","( food quality, positive )","( food quality, positive )"
Everything was going good until we got our meals .,"( NULL , good , positive )","( restaurant general , positive )","( NULL, good, positive )","( NULL, good, positive )","( food quality, positive )","( food quality, positive )"
Mistakes happen /AS/ but they are usually accompanied by an apology /AS/ perhaps even a glass of wine . . . but not the grunt that we received from the Al Di La staff .,"( staff , grunt , negative )","( service general , negative )","( Al Di La staff, grunt, positive ) ; ( Mistakes, sometimes accompanied by an apology, positive )","( Mistakes, happen, positive ) ; ( apology, accompanied by a glass of wine, negative ) ; ( Al Di La staff, not the grunt, negative )","( service general, positive )","( service general, negative )"
Great Hot Dogs !,"( Hot Dogs , Great , positive )","( food quality , positive )","( Hot Dogs, Great, positive )","( Hot Dogs, Great, positive )","( food quality, positive )","( food quality, positive )"
THE SERVICE IS AMAZING /AS/ i ' ve had different waiters and they were all nice /AS/ which is a rare thing in NYC .,"( SERVICE , AMAZING , positive ) ; ( waiters , nice , positive )","( service general , positive )","( SERVICE, AMAZING, positive )","( Service, AMAZING, positive ) ; ( waiters, nice, positive )","( service general, positive )","( service general, positive )"
I recommend this place to everyone .,"( place , recommend , positive )","( restaurant general , positive )","( place, recommend, positive )","( place, recommend, positive )","( restaurant general, positive )","( restaurant general, positive )"
Not only is it an adventure getting to this somewhat hidden spot /AS/ once you enter the unmarked wooden doors /AS/ the zen and intimate décor will make you feel like you ’ re no longer in the city .,"( spot , hidden , neutral ) ; ( unmarked wooden doors , feel like you ’ re no longer in the city , positive ) ; ( décor , intimate , positive )","( location general , neutral ) ; ( ambience general , positive )","( décor, zen, positive ) ; ( décor, intimate, positive ) ; ( spot, hidden, positive )","( NULL, adventure, positive ) ; ( NULL, zen, positive ) ; ( décor, intimate, positive )","( ambience general, positive )","( ambience general, positive )"
Everyone was smiling so that made me feel welcome .,"( NULL , welcome , positive )","( service general , positive )","( NULL, smiling, positive )","( NULL, welcome, positive )","( service general, positive )","( service general, positive )"
