input,output,se_order,paradigm
The portions are large and the servers always surprise us with a different starter .,"1,1,food style_options,3,3,POS",acos,extraction
Dumbfoundingly Poor,"-1,-1,restaurant general,0,1,NEG",acos,extraction
The food is excellent !,"1,1,food quality,3,3,POS",acos,extraction
"When we sat , we got great and fast service .","9,9,service general,6,6,POS,9,9,service general,8,8,POS",acos,extraction
"They have great rolls , the triple color and norwegetan rolls , are awesome and filling .","3,3,food quality,2,2,POS,6,10,food quality,13,13,POS,6,10,food style_options,15,15,POS",acos,extraction
"Do n ' t judge this place prima facie , you have to try it to believe it , a home away from home for the literate heart .","6,6,restaurant general,13,17,POS",acos,extraction
"We arrived and were seated immediately , which made us both happy .","-1,-1,service general,11,11,POS",acos,extraction
"Great place , great value .","1,1,restaurant general,0,0,POS,1,1,restaurant prices,0,0,POS",acos,extraction
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,"1,1,ambience general,3,3,NEG,6,6,service general,14,14,POS",acos,extraction
I plan on stopping by next week as well .,"-1,-1,restaurant general,3,6,POS",acos,extraction
The wine the service was very good too .,"1,1,drinks quality,6,6,POS,3,3,service general,6,6,POS",acos,extraction
This tiny Williamsburg spot is always pleasantly surprising .,"2,3,restaurant general,7,7,POS",acos,extraction
My Girlfriend and I stumbled onto this hopping place the other night and had a great time !,"8,8,restaurant general,7,7,POS,8,8,restaurant general,15,16,POS",acos,extraction
"Do not get the Go Go Hamburgers , no matter what the reviews say .","4,6,food quality,0,2,NEG",acos,extraction
Best Pastrami I ever had and great portion without being ridiculous .,"1,1,food quality,0,0,POS,7,7,food style_options,6,6,POS",acos,extraction
Had no flavor and the staff is rude and not attentive .,"5,5,service general,7,7,NEG,5,5,service general,9,10,NEG,-1,-1,food quality,1,2,NEG",acos,extraction
I ate here a week ago and found most dishes average at best and too expensive .,"9,9,food quality,10,10,NEG,9,9,food prices,14,15,NEG",acos,extraction
But that is highly forgivable .,"-1,-1,restaurant miscellaneous,3,4,POS",acos,extraction
Go there once and oh yes . . . you will go back . . . you will . . .,"-1,-1,restaurant general,11,12,POS",acos,extraction
delicious simple food in nice outdoor atmosphere .,"2,2,food quality,0,1,POS,2,2,food style_options,0,1,POS,5,6,ambience general,4,4,POS",acos,extraction
"It was n ' t as if this restaurant had any major bragging points before hand , but now it ' s simply repulsive .","8,8,restaurant general,23,23,NEG",acos,extraction
The design and atmosphere is just as good .,"1,1,ambience general,7,7,POS,3,3,ambience general,7,7,POS",acos,extraction
Over all it was a very nice romantic place .,"8,8,restaurant general,6,7,POS,8,8,ambience general,6,7,POS",acos,extraction
Delivery is fast too .,"0,0,service general,2,2,POS",acos,extraction
One of my favorite places in Manhattan .,"-1,-1,restaurant general,3,3,POS",acos,extraction
"Whenever you need a Sushi fix , Mizu will be there with quality fish and great service .","13,13,food quality,12,12,POS,16,16,service general,15,15,POS",acos,extraction
Drawbacks : service is slow and they do n ' t toast !,"2,2,service general,4,4,NEG",acos,extraction
The service was attentive .,"1,1,service general,3,3,POS",acos,extraction
The scallion pancakes and fried dumplings were nothing out of the ordinary .,"1,2,food quality,11,11,NEU,4,5,food quality,11,11,NEU",acos,extraction
"Anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .","-1,-1,food quality,13,13,NEG,-1,-1,food quality,15,15,NEG,-1,-1,food quality,17,17,NEG",acos,extraction
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible !,"21,21,food quality,23,23,NEG,-1,-1,restaurant prices,12,14,NEG",acos,extraction
"In any event , this is a place I ' ll be sure to stop by again when I ' m in this part of town .","7,7,restaurant general,14,16,POS",acos,extraction
It ' s definately not a place to go if you want to impress someone .,"6,6,restaurant miscellaneous,13,13,NEG",acos,extraction
I / we will never go back to this place again .,"9,9,restaurant general,4,6,NEG",acos,extraction
Gross food – Wow -,"1,1,food quality,0,0,NEG",acos,extraction
but the service was a bit slow .,"2,2,service general,6,6,NEG",acos,extraction
"The svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !","1,1,service general,6,6,NEG,20,20,restaurant general,23,23,POS",acos,extraction
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing !,"1,1,service general,3,3,POS,6,6,service general,16,16,POS",acos,extraction
Impressed . . .,"-1,-1,restaurant general,0,0,POS",acos,extraction
"During the course of the past 3 months , the chef and staff changed and it was not for the better .","10,10,food quality,13,13,NEG,12,12,service general,13,13,NEG",acos,extraction
"The service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .","1,1,service general,3,3,NEG",acos,extraction
You can not go wrong with this place .,"7,7,restaurant general,4,4,POS",acos,extraction
"We love the food , drinks , and atmosphere !","3,3,food quality,1,1,POS,5,5,drinks quality,1,1,POS,8,8,ambience general,1,1,POS",acos,extraction
The waitress was not attentive at all .,"1,1,service general,3,4,NEG",acos,extraction
"So , I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again , but the spinach was so undercooked that I just could not bite through it .","18,18,food quality,26,26,NEG",acos,extraction
The lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,"1,2,food quality,10,10,POS,1,2,food prices,13,19,NEG",acos,extraction
The dining room is quietly elegant with no music to shout over - - how refreshing !,"1,2,ambience general,5,5,POS,1,2,ambience general,15,15,POS",acos,extraction
Highly recommended to all !,"-1,-1,restaurant general,1,1,POS",acos,extraction
Me and my girls will definitely go back .,"-1,-1,restaurant general,6,7,POS",acos,extraction
I have never before eaten 40 pieces of relatively good nigiri .,"10,10,food quality,9,9,NEU",acos,extraction
The food tasted very good .,"1,1,food quality,4,4,POS",acos,extraction
This is a fun restaurant to go to .,"4,4,restaurant general,3,3,POS",acos,extraction
bottles of wine are cheap and good .,"0,2,drinks prices,4,4,POS,0,2,drinks quality,6,6,POS",acos,extraction
Great sake !,"1,1,drinks quality,0,0,POS",acos,extraction
Good food : my favorite is the seafood spaghetti .,"1,1,food quality,0,0,POS,7,8,food quality,4,4,POS",acos,extraction
The prices were CHEAP compared to the quality of service and food .,"-1,-1,restaurant prices,3,3,POS",acos,extraction
The server was really cool and served us our food and drinks with a smile .,"1,1,service general,4,4,POS",acos,extraction
The staff was the friendliest that have seen in New York .,"1,1,service general,4,4,POS",acos,extraction
Tiny dessert was $ 8 . 00 . . . just plain overpriced for what it is .,"1,1,food quality,11,11,NEG,1,1,food style_options,0,0,NEG,1,1,food prices,12,12,NEG",acos,extraction
The pizza was great .,"1,1,food quality,3,3,POS",acos,extraction
"The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .","12,14,ambience general,9,9,POS,16,16,ambience general,9,9,POS",acos,extraction
The boths are not as small as some of the reviews make them out to look they ' re perfect for 2 people .,"1,1,ambience general,3,5,POS",acos,extraction
I would highly recommand requesting a table by the window .,"6,9,location general,3,3,POS",acos,extraction
The food was mediocre at best but it was the horrible service that made me vow never to go back .,"1,1,food quality,3,3,NEG,11,11,service general,10,10,NEG",acos,extraction
I will be going back and heartily recommend it !,"-1,-1,restaurant general,3,4,POS,-1,-1,restaurant general,6,7,POS",acos,extraction
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .","1,3,food quality,5,5,POS,8,8,food style_options,9,9,POS,8,8,food quality,11,11,POS,15,15,service general,16,16,POS,15,15,service general,18,18,POS",acos,extraction
I have been going there since it opened and I ca n ' t get enough .,"-1,-1,restaurant general,10,15,POS",acos,extraction
"oh speaking of bathroom , the mens bathroom was disgusting .","6,7,ambience general,9,9,NEG",acos,extraction
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .,"0,0,food quality,2,2,POS,5,11,location general,13,13,POS",acos,extraction
"If you do n ' t mind pre - sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .","12,12,food quality,10,11,NEG,15,15,service general,14,14,NEG,18,19,restaurant miscellaneous,25,25,NEG",acos,extraction
THe Pizza and wine were excellent - - the service too - - but what really MADE this place was the backyard dining area .,"1,1,food quality,5,5,POS,3,3,drinks quality,5,5,POS,9,9,service general,5,5,POS",acos,extraction
I loved it and would HIGHLY RECOMMEND .,"-1,-1,restaurant general,1,1,POS,-1,-1,restaurant general,5,6,POS",acos,extraction
If you ' ve ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .,"19,19,location general,16,25,POS",acos,extraction
Excellent food for great prices,"1,1,food quality,0,0,POS,1,1,food prices,0,0,POS",acos,extraction
I am actually offended to have spent so much money on such a bad experience .,"-1,-1,restaurant general,13,13,NEG,-1,-1,restaurant prices,7,9,NEG",acos,extraction
Good drink .,"1,1,drinks quality,0,0,POS",acos,extraction
I ordered the smoked salmon and roe appetizer and it was off flavor .,"3,7,food quality,11,12,NEG",acos,extraction
Ca n ' t wait to go back .,"-1,-1,restaurant general,6,7,POS",acos,extraction
It ' s very spicy but not offensive .,"-1,-1,food quality,6,7,POS",acos,extraction
I ' m still mad that i had to pay for lousy food .,"12,12,food quality,11,11,NEG",acos,extraction
IT WAS HORRIBLE .,"-1,-1,restaurant general,2,2,NEG",acos,extraction
The food is great and reasonably priced .,"1,1,food quality,3,3,POS,1,1,food prices,5,6,POS",acos,extraction
supercilious scorn is in .,"-1,-1,service general,0,1,NEG",acos,extraction
I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she `` had a BBQ to go to `` that night - WTF ? ?,"-1,-1,service general,32,32,NEG",acos,extraction
We both opted for a pasta dish and they were served timely and fresh .,"-1,-1,service general,10,11,POS,5,6,food quality,13,13,POS",acos,extraction
My friend got the mushroom pizza which tasted better .,"4,5,food quality,8,8,POS",acos,extraction
I had the duck breast special on my last visit and it was incredible .,"3,5,food quality,13,13,POS",acos,extraction
"The food is amazing , rich pastas and fresh doughy pizza .","1,1,food quality,3,3,POS,6,6,food style_options,5,5,POS,10,10,food quality,8,9,POS",acos,extraction
Great pizza for lunch place .,"1,1,food quality,0,0,POS",acos,extraction
"I ' ve also been amazed at all the new additions in the past few years : A new Jazz Bar , the most fantastic Dining Garden , the Best Thin Crust Pizzas , and now a Lasagna Menu which is to die for ( these are not your average lasagnas ) !","25,26,ambience general,24,24,POS,19,20,ambience general,9,9,POS,30,32,food quality,29,29,POS,37,38,food quality,42,43,POS",acos,extraction
The fried dumplings are GREAT !,"1,2,food quality,4,4,POS",acos,extraction
The wife had the risotto which was amazing .,"4,4,food quality,7,7,POS",acos,extraction
We were very disappointed .,"-1,-1,food quality,3,3,NEG",acos,extraction
This small Astoria souvlaki spot makes what many consider the best gyros in New York .,"11,11,food quality,10,10,POS",acos,extraction
