input,output,se_order,paradigm
Extract with format >> aspect : <extra_id_0> | Haru on Park S is simply disgusting .,<extra_id_0> Haru on Park S,a,extraction
Extract with format >> opinion : <extra_id_0> | The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention .,<extra_id_0> perfected,o,extraction
Extract with format >> category : <extra_id_0> | No gimmicks here - - the food speaks for itself in its freshness and preparation .,<extra_id_0> food quality,c,extraction
"Extract with format >> aspect : <extra_id_0> ,opinion : <extra_id_1> | I got hair in my food 2 times of then !",<extra_id_0> food <extra_id_1> got hair in my food,ao,extraction
"Extract with format >> category : <extra_id_0> ,sentiment : <extra_id_1> | What a great place !",<extra_id_0> restaurant general <extra_id_1> positive,cs,extraction
Extract with format >> opinion : <extra_id_0> | It is thick and slightly soggy .,<extra_id_0> thick ; <extra_id_1> soggy,o,extraction
"Extract with format >> aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3> | Our food was great too !",<extra_id_0> food <extra_id_1> food quality <extra_id_2> great <extra_id_3> positive,acos,extraction
"Extract with format >> aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3> | i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i ' m here to eat and enjoy the company of friends , seeking a pleasant experience .",<extra_id_0> NULL <extra_id_1> service general <extra_id_2> bored <extra_id_3> negative,acos,extraction
"Extract NER with format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Missing 60 percent of heat for the last 25 years -- that 's a big deal , "" he said .",NULL,non_absa,
"Extract NER with format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Last month , the U.S. Commerce Department banned it from buying U.S. technology or products for seven years after it misled regulators by failing to discipline employees involved in illegal exports and paying them bonuses .",<extra_id_0> U.S. <extra_id_1> location ; <extra_id_2> U.S. <extra_id_3> location,non_absa,
Extract with format >> opinion : <extra_id_0> | They should have called it mascarpone with chocolate chips - good but a far cry from what the name implies .,<extra_id_0> a far cry,o,extraction
"Extract with format >> category : <extra_id_0> ,sentiment : <extra_id_1> | The menu is very limited - i think we counted 4 or 5 entrees .",<extra_id_0> food style_options <extra_id_1> negative,cs,extraction
"Extract NER with format >> entity : <extra_id_0>, entity_type : <extra_id_1> | The total eclipse lasted 1 hour and 43 minutes , with the entire event lasting closer to four hours .",NULL,non_absa,
"Extract POS TAG with format >> pos : <extra_id_0>, tag : <extra_id_1> | When Dreyfus started the first advertising-backed retail fund in February 1974 , it was priced at $ 10 a share -LRB- and reached $ 1 billion in assets in one year . -RRB-","<extra_id_0> When <extra_id_1> wh-adverb ; <extra_id_2> Dreyfus <extra_id_3> proper noun, singular ; <extra_id_4> started <extra_id_5> verb, past tense ; <extra_id_6> the <extra_id_7> determiner ; <extra_id_8> first <extra_id_9> adjective ; <extra_id_10> advertising-backed <extra_id_11> adjective ; <extra_id_12> retail <extra_id_13> adjective ; <extra_id_14> fund <extra_id_15> noun, singular or mass ; <extra_id_16> in <extra_id_17> preposition or subordinating conjunction ; <extra_id_18> February <extra_id_19> proper noun, singular ; <extra_id_20> 1974 <extra_id_21> cardinal number ; <extra_id_22> , <extra_id_23> comma ; <extra_id_24> it <extra_id_25> personal pronoun ; <extra_id_26> was <extra_id_27> verb, past tense ; <extra_id_28> priced <extra_id_29> verb, past participle ; <extra_id_30> at <extra_id_31> preposition or subordinating conjunction ; <extra_id_32> $ <extra_id_33> dollar sign ; <extra_id_34> 10 <extra_id_35> cardinal number ; <extra_id_36> a <extra_id_37> determiner ; <extra_id_38> share <extra_id_39> noun, singular or mass ; <extra_id_40> -LRB- <extra_id_41> opening parenthesis ; <extra_id_42> and <extra_id_43> coordinating conjunction ; <extra_id_44> reached <extra_id_45> verb, past participle ; <extra_id_46> $ <extra_id_47> dollar sign ; <extra_id_48> 1 <extra_id_49> cardinal number ; <extra_id_50> billion <extra_id_51> cardinal number ; <extra_id_52> in <extra_id_53> preposition or subordinating conjunction ; <extra_id_54> assets <extra_id_55> noun, plural ; <extra_id_56> in <extra_id_57> preposition or subordinating conjunction ; <extra_id_58> one <extra_id_59> cardinal number ; <extra_id_60> year <extra_id_61> noun, singular or mass ; <extra_id_62> . <extra_id_63> period ; <extra_id_64> -RRB- <extra_id_65> closing parenthesis",non_absa,
Extract with format >> opinion : <extra_id_0> | If you want something really different than try Jekyll and Hyde .,<extra_id_0> different,o,extraction
"Extract NER with format >> entity : <extra_id_0>, entity_type : <extra_id_1> | They 'd last seen each other just two weeks earlier at graduation .",NULL,non_absa,
"Extract with format >> aspect : <extra_id_0> ,opinion : <extra_id_1> | Wine list is extensive without being over - priced .",<extra_id_0> Wine list <extra_id_1> extensive without being over - priced ; <extra_id_2> Wine list <extra_id_3> extensive without being over - priced,ao,extraction
"Extract NER with format >> entity : <extra_id_0>, entity_type : <extra_id_1> | The Earth 's oceans have absorbed more heat than previously believed , according to a study published this week in Nature , a scientific journal .",NULL,non_absa,
Extract with format >> aspect : <extra_id_0> | I highly recommend visiting this restaurant and having dinner and drinks !,<extra_id_0> restaurant,a,extraction
Extract with format >> aspect : <extra_id_0> | The view is breathtaking the service is top notch . . . the ambiance is wonderful .,<extra_id_0> view ; <extra_id_1> service ; <extra_id_2> ambiance,a,extraction
"Extract POS TAG with format >> pos : <extra_id_0>, tag : <extra_id_1> | The meeting offered stark evidence of a dramatic fall in scientific interest in cold fusion research .","<extra_id_0> The <extra_id_1> determiner ; <extra_id_2> meeting <extra_id_3> noun, singular or mass ; <extra_id_4> offered <extra_id_5> verb, past tense ; <extra_id_6> stark <extra_id_7> adjective ; <extra_id_8> evidence <extra_id_9> noun, singular or mass ; <extra_id_10> of <extra_id_11> preposition or subordinating conjunction ; <extra_id_12> a <extra_id_13> determiner ; <extra_id_14> dramatic <extra_id_15> adjective ; <extra_id_16> fall <extra_id_17> noun, singular or mass ; <extra_id_18> in <extra_id_19> preposition or subordinating conjunction ; <extra_id_20> scientific <extra_id_21> adjective ; <extra_id_22> interest <extra_id_23> noun, singular or mass ; <extra_id_24> in <extra_id_25> preposition or subordinating conjunction ; <extra_id_26> cold <extra_id_27> adjective ; <extra_id_28> fusion <extra_id_29> noun, singular or mass ; <extra_id_30> research <extra_id_31> noun, singular or mass ; <extra_id_32> . <extra_id_33> period",non_absa,
"Extract POS TAG with format >> pos : <extra_id_0>, tag : <extra_id_1> | They said the president conceded the notification requirement did n't affect his decision to lend only minor support to this month 's Panama coup effort .","<extra_id_0> They <extra_id_1> personal pronoun ; <extra_id_2> said <extra_id_3> verb, past tense ; <extra_id_4> the <extra_id_5> determiner ; <extra_id_6> president <extra_id_7> noun, singular or mass ; <extra_id_8> conceded <extra_id_9> verb, past tense ; <extra_id_10> the <extra_id_11> determiner ; <extra_id_12> notification <extra_id_13> noun, singular or mass ; <extra_id_14> requirement <extra_id_15> noun, singular or mass ; <extra_id_16> did <extra_id_17> verb, past tense ; <extra_id_18> n't <extra_id_19> adverb ; <extra_id_20> affect <extra_id_21> verb, base form ; <extra_id_22> his <extra_id_23> possessive pronoun ; <extra_id_24> decision <extra_id_25> noun, singular or mass ; <extra_id_26> to <extra_id_27> to ; <extra_id_28> lend <extra_id_29> verb, base form ; <extra_id_30> only <extra_id_31> adverb ; <extra_id_32> minor <extra_id_33> adjective ; <extra_id_34> support <extra_id_35> noun, singular or mass ; <extra_id_36> to <extra_id_37> to ; <extra_id_38> this <extra_id_39> determiner ; <extra_id_40> month <extra_id_41> noun, singular or mass ; <extra_id_42> 's <extra_id_43> possessive ending ; <extra_id_44> Panama <extra_id_45> proper noun, singular ; <extra_id_46> coup <extra_id_47> noun, singular or mass ; <extra_id_48> effort <extra_id_49> noun, singular or mass ; <extra_id_50> . <extra_id_51> period",non_absa,
Extract with format >> category : <extra_id_0> | Service is top notch .,<extra_id_0> service general,c,extraction
"Extract NER with format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Then it was named again in release notes for the beta version of iOS 11.4 .",NULL,non_absa,
"Extract with format >> aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3> | This place is always very crowded and popular .",<extra_id_0> place <extra_id_1> restaurant miscellaneous <extra_id_2> crowded <extra_id_3> positive ; <extra_id_4> place <extra_id_5> restaurant miscellaneous <extra_id_6> popular <extra_id_7> positive,acos,extraction
"Extract with format >> aspect : <extra_id_0> ,sentiment : <extra_id_1> | I am so coming back here again , as much as I can .",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"Extract with format >> category : <extra_id_0> | Try the crunchy tuna , it is to die for .",<extra_id_0> food quality ; <extra_id_1> food quality,c,extraction
"Extract with format >> opinion : <extra_id_0> | Just because it ' s cheap does NOT mean the portions are small or the food is nasty , IT IS GREAT !",<extra_id_0> GREAT ; <extra_id_1> cheap,o,extraction
"Extract NER with format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Just consider her butter , mixed with rosemary , sage , and garlic , that she puts under the turkey 's skin  and that 's only after her turkey has taken a 36-hour dip in her citrusy brine .",NULL,non_absa,
"Extract POS TAG with format >> pos : <extra_id_0>, tag : <extra_id_1> | Most analysts had expected the government to report a 4 % decline .","<extra_id_0> Most <extra_id_1> adjective, superlative ; <extra_id_2> analysts <extra_id_3> noun, plural ; <extra_id_4> had <extra_id_5> verb, past tense ; <extra_id_6> expected <extra_id_7> verb, past participle ; <extra_id_8> the <extra_id_9> determiner ; <extra_id_10> government <extra_id_11> noun, singular or mass ; <extra_id_12> to <extra_id_13> to ; <extra_id_14> report <extra_id_15> verb, base form ; <extra_id_16> a <extra_id_17> determiner ; <extra_id_18> 4 <extra_id_19> cardinal number ; <extra_id_20> % <extra_id_21> noun, singular or mass ; <extra_id_22> decline <extra_id_23> noun, singular or mass ; <extra_id_24> . <extra_id_25> period",non_absa,
"Extract with format >> aspect : <extra_id_0> ,opinion : <extra_id_1> | I started out with a Bombay beer which was big enough for two .",<extra_id_0> Bombay beer <extra_id_1> big,ao,extraction
Extract with format >> opinion : <extra_id_0> | I was there on sat . for my birthday and we had an excellent time .,<extra_id_0> excellent,o,extraction
Extract with format >> aspect : <extra_id_0> | delicious simple food in nice outdoor atmosphere .,<extra_id_0> food ; <extra_id_1> food ; <extra_id_2> outdoor atmosphere,a,extraction
"Extract NER with format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Below are links to information about some recently-discovered issues .",NULL,non_absa,
"Extract with format >> aspect : <extra_id_0> ,sentiment : <extra_id_1> | Service is top notch .",<extra_id_0> Service <extra_id_1> positive,as,extraction
"Extract with format >> category : <extra_id_0> ,sentiment : <extra_id_1> | Raga ' s is a romantic , cozy restaurant .",<extra_id_0> ambience general <extra_id_1> positive ; <extra_id_2> ambience general <extra_id_3> positive,cs,extraction
"Extract with format >> aspect : <extra_id_0> ,sentiment : <extra_id_1> | I wish I could like this place more , and I wish someone would retrain the staff .",<extra_id_0> staff <extra_id_1> negative,as,extraction
"Extract with format >> aspect : <extra_id_0> ,opinion : <extra_id_1> | Will comeback for sure , wish they have it here in LA . .",<extra_id_0> NULL <extra_id_1> comeback,ao,extraction
Extract with format >> aspect : <extra_id_0> | The design and atmosphere is just as good .,<extra_id_0> design ; <extra_id_1> atmosphere,a,extraction
"Extract with format >> aspect : <extra_id_0> | The food is good , especially their more basic dishes , and the drinks are delicious .",<extra_id_0> food ; <extra_id_1> basic dishes ; <extra_id_2> drinks,a,extraction
"Extract with format >> aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3> | i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check .",<extra_id_0> waiter <extra_id_1> service general <extra_id_2> bad <extra_id_3> negative,acos,extraction
"Extract with format >> aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3> | This place is really trendi but they have forgotten about the most important part of a restaurant , the food .",<extra_id_0> food <extra_id_1> food quality <extra_id_2> forgotten <extra_id_3> negative ; <extra_id_4> place <extra_id_5> ambience general <extra_id_6> trendi <extra_id_7> positive,acos,extraction
