prompt,text,output
Extract all the Restaurant Name entity in the text,what vegetarian options does zaxbys offer,zaxbys
Extract all the Amenity entity in the text,what would be an impressive restaurant for me to take a future business partner to,business
Extract all the Location entity in the text,whats a cheap place near melrose that serves pakistani styled kabobs,near melrose
Extract all the Amenity entity in the text,whats a good restaurant for a casual date,casual date
Extract all the Location entity in the text,whats a nicely priced southwestern place near here,near here
Extract all the Rating entity in the text,whats a popular place to east,popular
Extract all the Location entity in the text,whats an expensive belgian restaurant in san diego,san diego
Extract all the Hours entity in the text,whats open after noon,open after noon
Extract all the Location entity in the text,whats the address of best locally owned sub sandwich shop,locally
Extract all the Location entity in the text,whats the best barbeque restaurant in memphis,memphis
Extract all the Location entity in the text,whats the best french style cafe in sacramento,sacramento
Extract all the Location entity in the text,whats the best indian restaurant in the area,in the area
Extract all the Dish entity in the text,whats the best place around here to get cheese,cheese
Extract all the Location entity in the text,whats the best restaurant within 10 blocks from us,within 10 blocks from us
Extract all the Cuisine entity in the text,whats the cheapest fast food restaurant that has a play area for children,fast food
Extract all the Location entity in the text,whats the closest and cheapest bistro nearby,"closest , nearby"
Extract all the Location entity in the text,whats the closest chinese food place,closest
Extract all the Location entity in the text,whats the closest pizza restaurant,closest
Extract all the Location entity in the text,whats the closest restaurant with a full salad bar,closest
Extract all the Location entity in the text,whats the most expensive restaurant on the back bay thats open until midnight,back bay
Extract all the Location entity in the text,whats the most popular steak house around here,around here
Extract all the Location entity in the text,whats the nearest pizza place that serves anchovies,nearest
Extract all the Location entity in the text,whats the phone number for that family owned thai restaurant on the north side,north side
Extract all the Location entity in the text,whats the phone number the restaurant i just pass,i just pass
Extract all the Location entity in the text,whats the phone number to bouchon in napa,napa
Extract all the Restaurant Name entity in the text,whats the shortest route to mcdonalds,mcdonalds
